fold,id,weight,p_hat,c_exec,implied,edge
2,564213,0.0,0.03537611405730036,0.043,0.0415,-0.0076238859426996375
2,564214,0.0,0.036287322173712534,0.042,0.0415,-0.005712677826287468
2,564215,0.0,0.028682442637128883,0.025,0.023,0.003682442637128882
2,564216,0.0,0.02304475057991727,0.012,0.011,0.01104475057991727
2,564218,0.002592841239850086,0.292808152738721,0.259,0.2545,0.03380815273872101
2,564222,0.0,0.02469423993991008,0.011,0.0105,0.01369423993991008
2,564223,0.0,0.023898276555202085,0.009,0.0075,0.014898276555202086
3,565064,0.03885194634248782,0.4988517414376762,0.41,0.405,0.08885174143767621
3,565065,0.0,0.504281074506289,0.6,0.595,-0.09571892549371097
3,566136,0.0,0.10481383079340965,0.13,0.125,-0.02518616920659035
3,566137,0.0,0.0605997881519969,0.08,0.075,-0.0194002118480031
3,566138,0.0,0.15512853737014332,0.17,0.165,-0.014871462629856697
3,566139,0.0,0.08640212026953352,0.11,0.105,-0.02359787973046648
3,566140,0.0,0.3021361169048542,0.26,0.255,0.04213611690485419
3,566142,0.0,0.23259111529826731,0.22,0.215,0.012591115298267314
3,566146,0.0,0.03220289342211874,0.035,0.034,-0.0027971065778812643
3,566159,0.0,0.023932551979577176,0.014,0.0135,0.009932551979577176
3,566170,0.0,0.020548067007011138,0.001,0.0005,0.019548067007011137
3,566186,0.0,0.020182248078720922,0.001,0.0005,0.01918224807872092
3,566187,0.0,0.09398780238831962,0.89,0.885,-0.7960121976116804
3,566188,0.0,0.09304967018111776,0.12,0.115,-0.026950329818882235
3,566191,0.0,0.02094945654301552,0.002,0.0015,0.018949456543015518
3,566193,0.0,0.02043774594331041,0.001,0.0005,0.01943774594331041
3,566227,0.0062989562755341455,0.28937185102414786,0.25,0.245,0.039371851024147864
3,566228,0.0,0.2927458240260006,0.76,0.755,-0.46725417597399943
3,566229,0.0,0.021444886948371544,0.003,0.0025,0.018444886948371545
3,566230,0.0,0.021336036360752725,0.003,0.0025,0.018336036360752726
3,566511,0.0,0.054289816170936415,0.077,0.0765,-0.022710183829063584
3,566512,0.0,0.1757581722009492,0.83,0.825,-0.6542418277990507
3,566513,0.0,0.022303587374216376,0.003,0.002,0.019303587374216377
3,566514,0.0,0.08955501270920332,0.099,0.091,-0.00944498729079668
3,566515,0.0,0.02168876139812544,0.002,0.0015,0.01968876139812544
3,566516,0.0,0.02284149410454381,0.004,0.0025,0.01884149410454381
3,566520,0.0,0.02250217679097772,0.003,0.002,0.01950217679097772
3,566536,0.0,0.023531653233274524,0.993,0.9925,-0.9694683467667254
3,566538,0.0,0.023944694845309766,0.007,0.006,0.016944694845309766
3,566539,0.0,0.021707522284912118,0.001,0.0005,0.020707522284912117
3,566543,0.0,0.02163521793759742,0.001,0.0005,0.02063521793759742
3,566547,0.0,0.021611925372897394,0.001,0.0005,0.020611925372897393
3,566731,0.0,0.10909100847003801,0.91,0.9,-0.800908991529962
3,566732,0.0,0.02408140768876751,0.005,0.003,0.01908140768876751
3,566733,0.0,0.0214505567502423,0.001,0.0005,0.0204505567502423
3,566734,0.0,0.021734954668844897,0.001,0.0005,0.020734954668844896
3,566735,0.0,0.024038500518706332,0.006,0.0045,0.018038500518706334
3,566737,0.0,0.0620607327160722,0.071,0.0655,-0.008939267283927792
3,566738,0.0,0.0218160196996394,0.001,0.0005,0.0208160196996394
3,566739,0.0,0.021733398935555398,0.001,0.0005,0.020733398935555397
3,566760,0.0,0.050246631991078,0.06,0.055,-0.009753368008922
3,567560,0.051266475196175845,0.4405415030808276,0.34,0.335,0.1005415030808276
3,567561,0.0,0.45778306955952985,0.66,0.655,-0.20221693044047018
3,567562,0.0,0.02035055626600716,0.001,0.0005,0.01935055626600716
3,567563,0.0,0.020959976231694103,0.001,0.0005,0.019959976231694102
3,567564,0.0,0.02162482430539452,0.003,0.0025,0.01862482430539452
3,567565,0.0,0.021196232621076238,0.001,0.0005,0.020196232621076237
3,567621,0.0,0.06334418930682062,0.099,0.0985,-0.035655810693179385
3,567687,0.017983318012025136,0.36670524418150463,0.3,0.295,0.06670524418150464
3,567688,0.06527425334791676,0.5152138197518804,0.4,0.395,0.11521381975188039
3,567689,0.0,0.19764932437901858,0.2,0.195,-0.0023506756209814295
3,567690,0.0,0.1568268694212169,0.17,0.165,-0.01317313057878311
3,568116,0.0,0.09616309180679836,0.12,0.115,-0.02383690819320164
3,568117,0.0,0.05433135379196225,0.07,0.065,-0.015668646208037755
3,568629,0.0,0.11870726127381784,0.14,0.135,-0.021292738726182175
3,568630,0.0,0.055761939274508406,0.07,0.065,-0.014238060725491601
3,568631,0.0,0.07049730966816374,0.09,0.085,-0.019502690331836256
3,568632,0.0,0.0516565926740459,0.075,0.0745,-0.0233434073259541
3,568633,0.0,0.028707140319573363,0.022,0.0205,0.006707140319573365
3,568634,0.0,0.042528302964333006,0.053,0.0515,-0.010471697035666992
3,568635,0.0,0.04129320432219817,0.053,0.0515,-0.011706795677801828
3,568636,0.0,0.024468791136085195,0.012,0.0115,0.012468791136085195
3,568637,0.0,0.03012549173024544,0.022,0.0195,0.008125491730245443
3,568638,0.0,0.026878797150841904,0.02,0.0195,0.006878797150841904
3,568639,0.0,0.029164553412632573,0.027,0.0265,0.0021645534126325736
3,568640,0.0,0.030758862119207506,0.026,0.0245,0.004758862119207508
3,568641,0.0,0.023571291208056754,0.01,0.0095,0.013571291208056753
3,568642,0.0,0.02465354548409061,0.012,0.0115,0.01265354548409061
3,568643,0.0,0.024399475569929586,0.011,0.0105,0.013399475569929587
3,568644,0.0,0.022718828678254022,0.006,0.0055,0.01671882867825402
3,568645,0.0,0.02322452720287744,0.006,0.0055,0.01722452720287744
3,568646,0.0,0.032299854555215474,0.033,0.032,-0.0007001454447845279
3,568647,0.0,0.026511756371936517,0.014,0.0125,0.012511756371936517
3,568648,0.0,0.02947450214930053,0.024,0.0225,0.005474502149300529
3,568649,0.0,0.0230392536272752,0.007,0.0065,0.0160392536272752
3,568650,0.0,0.027094176691719814,0.019,0.0185,0.008094176691719815
3,568651,0.0,0.02359404782538454,0.009,0.0085,0.014594047825384539
3,568652,0.0,0.0320409947518336,0.031,0.0295,0.0010409947518335988
3,568653,0.0,0.025046838371468715,0.012,0.011,0.013046838371468715
3,568654,0.0,0.022676707571585644,0.006,0.0055,0.016676707571585646
3,568655,0.0,0.029208661617470856,0.024,0.023,0.0052086616174708555
3,568656,0.0,0.028984350956713024,0.024,0.023,0.004984350956713023
3,568657,0.0,0.024598571221708124,0.012,0.0115,0.012598571221708123
3,568658,0.0,0.022276666500490944,0.005,0.0045,0.017276666500490943
3,568659,0.0,0.02713389553163872,0.02,0.0195,0.00713389553163872
3,568660,0.0,0.023482281081111132,0.007,0.0065,0.016482281081111133
3,568661,0.0,0.02227236983646392,0.004,0.0035,0.01827236983646392
3,568662,0.0,0.023009457419278134,0.006,0.0055,0.01700945741927813
3,568663,0.0,0.02192203084535055,0.003,0.0025,0.01892203084535055
3,568664,0.0,0.02242697326108481,0.005,0.0045,0.01742697326108481
3,568665,0.0,0.023653288412710204,0.009,0.0085,0.014653288412710205
3,568666,0.0,0.038480856854689154,0.044,0.0425,-0.005519143145310844
3,568667,0.0,0.023416312586022826,0.005,0.004,0.018416312586022825
3,568668,0.0,0.037066494866833125,0.04,0.038,-0.0029335051331668763
3,568669,0.0,0.0243408384212352,0.011,0.0105,0.0133408384212352
3,568670,0.0,0.022216133313350886,0.004,0.0035,0.018216133313350886
3,568671,0.0,0.02289226160824771,0.005,0.004,0.01789226160824771
3,568672,0.0,0.023029026098280038,0.008,0.0075,0.015029026098280038
3,568673,0.0,0.022052455961778277,0.004,0.0035,0.018052455961778277
3,568674,0.0,0.02193520764849953,0.002,0.0015,0.01993520764849953
4,568675,0.0,0.021953074303754996,0.001,0.0005,0.020953074303754995
